Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Image_URL,Recent_Form
Jay Perrin,"5' 7""",135 lbs.,"67.0""",Switch,1993-06-15,10,7,0,3.71,46%,3.9,44%,2.83,52%,58%,0.0,http://ufcstats.com/fighter-details/01fed6f61ebea01f,,WWWWW
Mike Perry,"5' 10""",170 lbs.,"71.0""",Orthodox,1991-09-15,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,,WWWWW
Raphael Pessoa,"6' 3""",262 lbs.,"78.0""",Orthodox,1989-03-09,10,2,0,2.16,26%,3.43,42%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/41f90012b86a11bf,,WWWWW
Viktor Pesta,"6' 3""",240 lbs.,"77.0""",Orthodox,1990-07-15,10,4,0,1.58,36%,2.54,56%,3.29,28%,100%,0.0,http://ufcstats.com/fighter-details/202b0467521c9d6f,,WWWWW
Leiticia Pestova,"5' 6""",135 lbs.,,Orthodox,1984-01-15,0,2,0,0.0,0%,24.62,44%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f3743d8ef5dde970,,WWWWW
Tony Petarra,"5' 11""",196 lbs.,,Orthodox,1966-11-08,2,3,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c61f66d8c3fd5f07,,WWWWW
Tommy Petersen,,155 lbs.,,,,2,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7aabd61419f747d1,,WWWWW
Thomas Petersen,"6' 1""",264 lbs.,"74.0""",Southpaw,1995-03-30,10,4,0,3.38,58%,2.95,55%,3.71,50%,87%,0.5,http://ufcstats.com/fighter-details/764d39074a352e33,,WWWWW
Cory Peterson,"6' 11""",400 lbs.,,Orthodox,1979-02-04,2,1,0,2.17,60%,6.51,40%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5df10509264586e5,,WWWWW
Steven Peterson,"5' 10""",145 lbs.,"70.0""",Orthodox,1990-05-29,19,11,0,4.76,40%,5.94,53%,1.42,26%,64%,0.7,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,,WWWWW
Vitor Petrino,"6' 2""",225 lbs.,"77.0""",Orthodox,1997-08-28,13,2,0,2.75,46%,2.48,47%,3.04,51%,79%,0.8,http://ufcstats.com/fighter-details/71171fc96445bf65,,WWWWW
Andre Petroski,"6' 0""",185 lbs.,"73.0""",Switch,1991-06-12,13,6,0,2.81,49%,2.79,53%,3.15,51%,86%,1.3,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,,WWWWW
Armen Petrosyan,"6' 3""",185 lbs.,"71.0""",Orthodox,1990-11-03,9,5,0,5.84,53%,3.31,53%,0.17,33%,41%,0.0,http://ufcstats.com/fighter-details/369ea36e450ae62a,,WWWWW
Ivana Petrovic,"5' 8""",125 lbs.,"70.0""",Southpaw,1994-06-11,7,3,0,1.91,41%,2.05,56%,2.12,38%,61%,0.8,http://ufcstats.com/fighter-details/38c5817ade8a8014,,WWWWW
Seth Petruzelli,"6' 0""",205 lbs.,"76.0""",Orthodox,1979-12-03,14,8,0,2.17,41%,2.08,55%,0.46,50%,47%,2.3,http://ufcstats.com/fighter-details/93b9496275bbbf80,,WWWWW
Peter Petties,"5' 11""",145 lbs.,"72.0""",Southpaw,1990-12-20,5,3,0,2.61,29%,8.24,48%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0,,WWWWW
Anthony Pettis,"5' 10""",155 lbs.,"72.0""",Orthodox,1987-01-27,24,10,0,3.05,47%,3.44,54%,0.61,50%,60%,1.1,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,,WWWWW
Sergio Pettis,"5' 6""",125 lbs.,"69.0""",Orthodox,1993-08-18,18,5,0,3.88,37%,2.91,65%,0.85,40%,67%,0.4,http://ufcstats.com/fighter-details/de75d1c45a39e221,,WWWWW
Forrest Petz,"5' 9""",170 lbs.,"71.0""",Orthodox,1975-09-22,26,10,0,2.27,29%,2.2,57%,1.3,100%,66%,0.0,http://ufcstats.com/fighter-details/e86bc32f5997a8f7,,WWWWW
Dino Pezao,,205 lbs.,,Orthodox,,1,3,0,0.66,30%,3.28,31%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/81b57acd6975ac06,,WWWWW
Cody Pfister,"5' 10""",155 lbs.,"73.0""",Orthodox,1990-07-12,13,6,1,1.41,25%,2.8,51%,2.82,30%,0%,0.0,http://ufcstats.com/fighter-details/5904b0b38dc6718d,,WWWWW
Nam Phan,"5' 6""",135 lbs.,"70.0""",Orthodox,1983-03-13,21,17,0,4.52,37%,6.55,59%,0.18,18%,60%,0.2,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,,WWWWW
Constantinos Philippou,"5' 11""",185 lbs.,"73.0""",Orthodox,1979-11-29,13,5,0,2.19,35%,2.73,54%,0.4,42%,65%,0.3,http://ufcstats.com/fighter-details/05560764359161e4,,WWWWW
Wayne Phillips,,185 lbs.,,,1983-06-17,7,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/09a82bd51ff61376,,WWWWW
Dave Phillips,"6' 0""",185 lbs.,,Orthodox,1980-01-12,13,7,0,0.0,0%,2.0,25%,0.0,0%,0%,10.0,http://ufcstats.com/fighter-details/99020eeb8cd5689d,,WWWWW
Aaron Phillips,"5' 9""",135 lbs.,"71.0""",Southpaw,1989-08-05,12,5,0,1.51,53%,3.66,43%,0.86,50%,44%,0.6,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,,WWWWW
Elizabeth Phillips,"5' 6""",135 lbs.,"65.0""",Orthodox,1986-08-20,6,6,0,2.6,33%,3.07,58%,0.75,25%,53%,0.2,http://ufcstats.com/fighter-details/dcbf01d605681ad1,,WWWWW
John Phillips,"5' 11""",185 lbs.,"75.0""",Southpaw,1985-06-09,22,11,0,1.72,34%,4.03,49%,0.0,0%,7%,0.0,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,,WWWWW
Kyler Phillips,"5' 8""",135 lbs.,"72.0""",Orthodox,1995-06-12,12,4,0,5.04,42%,3.83,60%,2.31,45%,75%,0.4,http://ufcstats.com/fighter-details/60425d07ef4b91a7,,WWWWW
Mario Piazzon,"5' 9""",265 lbs.,"73.0""",Orthodox,1998-04-06,8,0,0,1.35,73%,1.16,40%,18.87,50%,50%,0.0,http://ufcstats.com/fighter-details/44f234a36324e6c8,,WWWWW
Nick Pica,"5' 10""",185 lbs.,,,,5,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7922e8269adcc25a,,WWWWW
Nick Piccininni,"5' 6""",125 lbs.,"66.0""",Orthodox,1996-12-16,7,1,0,3.2,43%,6.03,42%,8.0,44%,100%,0.0,http://ufcstats.com/fighter-details/a5cb1c29461853ca,,WWWWW
Adam Piccolotti,"5' 11""",155 lbs.,,,1988-10-23,9,0,0,4.61,50%,2.83,71%,2.96,60%,100%,3.0,http://ufcstats.com/fighter-details/fa399f7f6e17f7f5,,WWWWW
Vinc Pichel,"5' 10""",155 lbs.,"72.0""",Orthodox,1982-11-23,14,5,0,3.78,46%,3.17,54%,2.5,51%,31%,0.2,http://ufcstats.com/fighter-details/c77a953488e5607d,,WWWWW
Brad Pickett,"5' 6""",135 lbs.,"68.0""",Orthodox,1978-09-24,25,14,0,3.02,31%,4.63,55%,2.47,44%,58%,0.4,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,,WWWWW
Jamie Pickett,"6' 2""",185 lbs.,"80.0""",Orthodox,1988-08-29,13,11,0,2.65,47%,3.62,50%,1.26,40%,67%,0.1,http://ufcstats.com/fighter-details/830f60497fab345a,,WWWWW
Aaron Pico,"5' 8""",145 lbs.,"70.0""",Orthodox,1996-09-23,13,5,0,3.88,44%,2.39,50%,8.96,66%,0%,0.0,http://ufcstats.com/fighter-details/5537efc6e496dd84,,WWWWW
Fabiola Pidroni,,115 lbs.,,,1994-01-04,5,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9561eb5f0d63ffcc,,WWWWW
Oskar Piechota,"6' 0""",185 lbs.,"76.0""",Southpaw,1990-01-24,11,3,1,3.3,52%,3.93,51%,0.61,40%,38%,1.5,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,,WWWWW
Nick Piedmont,"5' 10""",145 lbs.,,,,12,7,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/df7d386a54e07446,,WWWWW
Mike Pierce,"5' 8""",170 lbs.,"71.0""",Orthodox,1980-09-01,17,7,0,2.62,42%,2.36,62%,3.08,42%,71%,0.2,http://ufcstats.com/fighter-details/236a37d96d476164,,WWWWW
Joao Pierini,"6' 1""",155 lbs.,,Switch,1971-12-11,4,1,0,0.76,14%,4.56,33%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9a967e8e43dcef63,,WWWWW
Jonathan Piersma,"5' 11""",170 lbs.,"73.0""",Orthodox,1996-03-03,9,3,0,0.4,42%,0.87,31%,0.0,0%,36%,3.0,http://ufcstats.com/fighter-details/1c7308d2957a12d2,,WWWWW
Sean Pierson,"6' 0""",170 lbs.,"76.0""",Southpaw,1976-03-10,14,6,0,3.84,39%,3.73,64%,0.39,18%,66%,0.4,http://ufcstats.com/fighter-details/0d506315895efffc,,WWWWW
Domingo Pilarte,"6' 0""",135 lbs.,"73.0""",Southpaw,1990-01-05,8,3,0,1.31,47%,2.96,40%,1.2,42%,54%,0.8,http://ufcstats.com/fighter-details/4bf6b225ff6099c4,,WWWWW
Paddy Pimblett,"5' 10""",155 lbs.,"73.0""",Orthodox,1995-01-03,23,4,0,5.49,52%,3.89,42%,0.69,21%,44%,1.2,http://ufcstats.com/fighter-details/7826923b47f8d72a,,WWWWW
Damian Pinas,"6' 1""",185 lbs.,"79.0""",Orthodox,2002-03-12,9,1,0,7.5,56%,3.75,56%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/fdd22e895a70e4a8,,WWWWW
Daniel Pineda,"5' 7""",145 lbs.,"69.0""",Orthodox,1985-08-06,28,17,0,2.85,49%,3.26,45%,1.42,24%,54%,1.5,http://ufcstats.com/fighter-details/361d49960a196976,,WWWWW
Jesus Pinedo,"5' 10""",155 lbs.,,Southpaw,1996-06-22,16,5,1,3.23,38%,4.37,52%,2.5,100%,100%,0.0,http://ufcstats.com/fighter-details/25af5e832f17b474,,WWWWW
Pingyuan Liu,"5' 6""",135 lbs.,"72.0""",Orthodox,1993-02-13,13,7,0,2.36,33%,2.99,54%,0.25,20%,56%,1.0,http://ufcstats.com/fighter-details/31bbd39c0a075d4e,,WWWWW
Luana Pinheiro,"5' 2""",115 lbs.,"62.0""",Orthodox,1992-11-18,11,5,0,3.29,39%,4.06,60%,2.33,37%,71%,0.2,http://ufcstats.com/fighter-details/a3a542074109b347,,WWWWW
Mario Pinto,"6' 5""",265 lbs.,"79.0""",Orthodox,1998-03-14,11,0,0,3.39,78%,2.42,53%,2.72,60%,100%,1.8,http://ufcstats.com/fighter-details/39d309957c5c210d,,WWWWW
Gaetano Pirrello,"5' 7""",135 lbs.,"65.0""",Orthodox,1992-04-29,15,7,1,0.99,55%,2.44,42%,0.0,0%,30%,0.0,http://ufcstats.com/fighter-details/8765559b6a29a421,,WWWWW
Maki Pitolo,"5' 10""",185 lbs.,"75.0""",Orthodox,1990-11-24,13,9,0,4.1,44%,3.93,55%,2.24,52%,50%,0.8,http://ufcstats.com/fighter-details/c549573c0df4d676,,WWWWW
Dmitry Poberezhets,"6' 3""",237 lbs.,,,1985-06-11,24,5,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9756095cb76b67c3,,WWWWW
Jamal Pogues,"6' 3""",205 lbs.,"77.0""",Orthodox,1995-12-01,11,5,0,3.57,46%,3.97,49%,2.0,46%,70%,0.0,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,,WWWWW
Ross Pointon,"5' 8""",170 lbs.,,Orthodox,1980-02-18,6,17,0,2.62,23%,2.77,58%,1.19,100%,0%,0.0,http://ufcstats.com/fighter-details/7215953cd5c6254d,,WWWWW
Dustin Poirier,"5' 9""",155 lbs.,"72.0""",Southpaw,1989-01-19,30,10,0,5.24,50%,4.57,52%,1.15,35%,64%,1.2,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,,WWWWW
Igor Pokrajac,"6' 0""",205 lbs.,"74.0""",Orthodox,1979-01-02,28,13,0,2.25,45%,4.26,40%,0.87,29%,51%,0.2,http://ufcstats.com/fighter-details/53278852bcd91e11,,WWWWW
John Polakowski,"5' 10""",155 lbs.,,Orthodox,1981-06-21,2,2,0,2.6,26%,2.83,50%,0.0,0%,87%,0.7,http://ufcstats.com/fighter-details/b18fb36a4aa00093,,WWWWW
Julia Polastri,"5' 2""",115 lbs.,"64.0""",Orthodox,1998-03-05,14,5,0,6.4,54%,5.4,57%,0.73,80%,60%,0.4,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,,WWWWW
Brandon Polcare,,125 lbs.,,,,1,1,0,0.43,50%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/543cd2258f4fa339,,WWWWW
Mike Polchlopek,"6' 4""",285 lbs.,,Orthodox,1965-12-27,1,1,0,2.0,38%,1.33,57%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3bb030257966b022,,WWWWW
Santiago Ponzinibbio,"6' 0""",170 lbs.,"73.0""",Orthodox,1986-09-26,31,9,0,4.78,41%,4.68,61%,0.6,27%,71%,0.0,http://ufcstats.com/fighter-details/6d1bffff14897645,,WWWWW
Grigory Popov,"5' 7""",135 lbs.,"68.0""",Switch,1984-04-18,13,3,0,3.63,37%,4.2,55%,0.0,0%,45%,0.0,http://ufcstats.com/fighter-details/d3fa5c5955397532,,WWWWW
Alexander Poppeck,"6' 2""",205 lbs.,,Orthodox,1992-04-06,9,3,0,4.01,57%,9.81,33%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,,WWWWW
Felipe Portela,,170 lbs.,,,1987-11-23,9,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/303e017a9074f3aa,,WWWWW
Parker Porter,"6' 0""",265 lbs.,"75.0""",Orthodox,1985-04-22,14,9,0,6.55,50%,6.32,51%,1.35,26%,66%,0.5,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,,WWWWW
Ihor Potieria,"6' 3""",185 lbs.,"75.0""",Southpaw,1996-05-29,20,8,0,4.44,50%,4.96,50%,0.73,18%,66%,0.0,http://ufcstats.com/fighter-details/260bd4cef10b033f,,WWWWW
Callan Potter,"6' 0""",170 lbs.,"72.0""",Orthodox,1984-06-09,18,9,0,3.18,50%,4.72,58%,3.29,66%,100%,0.0,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,,WWWWW
Dylan Potter,"6' 2""",225 lbs.,"77.0""",Switch,1995-01-14,10,6,0,3.1,48%,5.78,46%,0.0,0%,33%,1.1,http://ufcstats.com/fighter-details/61e47575b24a06bf,,WWWWW
Ruan Potts,"6' 2""",247 lbs.,"75.0""",Orthodox,1978-02-23,11,6,0,0.85,37%,5.92,22%,0.75,16%,33%,2.3,http://ufcstats.com/fighter-details/7e208569469c8bc8,,WWWWW
Devin Powell,"6' 0""",155 lbs.,"73.0""",Orthodox,1988-03-01,9,4,0,2.88,41%,3.67,51%,0.0,0%,0%,0.6,http://ufcstats.com/fighter-details/065eb44700e641a4,,WWWWW
Marcin Prachnio,"6' 3""",205 lbs.,"73.0""",Orthodox,1988-07-14,17,9,0,5.52,54%,3.15,54%,0.14,20%,53%,0.0,http://ufcstats.com/fighter-details/6370c1c1e12723d5,,WWWWW
Wagner Prado,"6' 0""",205 lbs.,"74.0""",Southpaw,1986-12-30,12,3,0,1.72,40%,3.06,50%,0.0,0%,22%,0.0,http://ufcstats.com/fighter-details/7f6ef4e1227600bc,,WWWWW
Francisco Prado,"5' 10""",170 lbs.,"69.0""",Orthodox,2002-06-16,12,4,0,4.09,43%,4.95,54%,0.94,19%,50%,0.5,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,,WWWWW
Trevor Prangley,"6' 1""",185 lbs.,"75.0""",Orthodox,1972-08-24,34,11,2,2.59,60%,2.02,48%,3.38,55%,74%,1.0,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,,WWWWW
Ricardo Prasel,"6' 7""",238 lbs.,"78.0""",Orthodox,1990-06-02,10,2,0,2.21,57%,7.83,37%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/b51d0ed3782a1bf5,,WWWWW
Carlo Prater,"5' 11""",155 lbs.,"72.0""",Switch,1981-06-25,31,18,1,2.03,47%,4.07,35%,0.43,9%,57%,1.7,http://ufcstats.com/fighter-details/4f853e98886283cf,,WWWWW
Carlos Prates,"6' 1""",170 lbs.,"78.0""",Switch,1993-08-17,23,7,0,3.77,55%,4.53,47%,0.21,100%,80%,0.0,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,,WWWWW
Michel Prazeres,"5' 6""",170 lbs.,"67.0""",Orthodox,1981-07-25,26,4,0,2.38,47%,2.51,57%,3.94,36%,47%,0.6,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,,WWWWW
Philip Preece,"5' 8""",205 lbs.,,Orthodox,,10,14,0,0.8,72%,0.7,63%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6597b611f1c32555,,WWWWW
Kyle Prepolec,"5' 10""",155 lbs.,"70.0""",Southpaw,1989-08-30,18,10,0,3.25,34%,5.69,48%,0.0,0%,45%,0.0,http://ufcstats.com/fighter-details/873626e5547b5235,,WWWWW
Dorian Price,"6' 3""",170 lbs.,,Southpaw,1977-08-20,8,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ee4b670e159f4a33,,WWWWW
Chris Price,"6' 2""",185 lbs.,,Southpaw,1982-11-09,19,4,0,1.44,66%,2.59,48%,0.0,0%,33%,2.2,http://ufcstats.com/fighter-details/0597a4528ebd1307,,WWWWW
Niko Price,"6' 0""",170 lbs.,"76.0""",Orthodox,1989-09-29,16,10,0,5.13,43%,5.61,48%,0.98,28%,50%,0.6,http://ufcstats.com/fighter-details/d8da10db80131bec,,WWWWW
Shane Primm,"6' 3""",205 lbs.,,Orthodox,1984-07-30,5,5,0,0.83,26%,2.25,62%,1.78,20%,0%,0.0,http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,,WWWWW
Brent Primus,"5' 10""",155 lbs.,,,1985-04-12,8,0,0,1.73,39%,2.27,59%,5.0,38%,0%,2.0,http://ufcstats.com/fighter-details/46caf130099206cd,,WWWWW
Jiri Prochazka,"6' 3""",205 lbs.,"80.0""",Orthodox,1992-10-14,32,5,1,5.69,55%,5.6,45%,0.51,60%,68%,0.2,http://ufcstats.com/fighter-details/009341ed974bad72,,WWWWW
Lara Procopio,"5' 4""",125 lbs.,"67.0""",Orthodox,1995-11-14,7,2,0,5.64,58%,6.5,47%,3.15,47%,50%,0.3,http://ufcstats.com/fighter-details/e99821959a840bb8,,WWWWW
Joe Proctor,"5' 10""",155 lbs.,"72.0""",Orthodox,1985-08-10,11,5,0,3.39,36%,3.93,59%,0.0,0%,70%,1.8,http://ufcstats.com/fighter-details/a36556bb1565e32d,,WWWWW
Cole Province,"5' 9""",145 lbs.,"68.0""",Orthodox,1981-01-17,6,2,0,1.47,44%,2.72,43%,2.4,50%,83%,1.0,http://ufcstats.com/fighter-details/2a470ad41c22c25a,,WWWWW
Daniel Puder,"6' 3""",235 lbs.,,Orthodox,1981-10-09,8,0,0,2.77,68%,1.17,38%,1.21,50%,81%,9.0,http://ufcstats.com/fighter-details/66e0a70352fef46a,,WWWWW
Lucie Pudilova,"5' 8""",125 lbs.,"67.0""",Orthodox,1994-06-13,14,10,0,3.6,37%,4.07,50%,0.7,31%,67%,0.6,http://ufcstats.com/fighter-details/3cf66c62d9069f43,,WWWWW
Claudio Puelles,"5' 10""",155 lbs.,"72.0""",Southpaw,1996-04-21,13,5,0,1.54,46%,2.62,48%,3.29,33%,60%,1.0,http://ufcstats.com/fighter-details/d747eb273a40a920,,WWWWW
Juan Puerta,"5' 9""",125 lbs.,"71.0""",Southpaw,1988-01-20,23,6,0,1.27,39%,1.27,67%,1.0,100%,0%,0.0,http://ufcstats.com/fighter-details/fdba548aff9763d9,,WWWWW
Bubba Pugh,"5' 10""",185 lbs.,,,,3,3,0,2.87,67%,2.6,23%,4.0,57%,80%,0.0,http://ufcstats.com/fighter-details/6cf2352cdb3de59d,,WWWWW
Juan Manuel Puig,"5' 9""",145 lbs.,,Orthodox,1989-04-23,11,4,0,4.91,23%,7.17,51%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/85d0fafb8b75d634,,WWWWW
Hugh Pulley,"6' 0""",155 lbs.,,,,6,3,0,4.47,63%,3.27,57%,4.0,66%,69%,0.0,http://ufcstats.com/fighter-details/308279bd246c211f,,WWWWW
Josh Pulsifer,"5' 10""",145 lbs.,,,1983-03-16,17,8,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/16867810070dc520,,WWWWW
Jens Pulver,"5' 7""",145 lbs.,"70.0""",Southpaw,1974-12-06,27,19,1,2.12,37%,3.13,56%,0.22,33%,63%,0.3,http://ufcstats.com/fighter-details/44260175069b6276,,WWWWW
Andrey Pulyaev,"6' 4""",185 lbs.,"78.0""",Southpaw,1997-09-10,10,4,0,3.84,56%,3.14,55%,0.29,16%,64%,0.0,http://ufcstats.com/fighter-details/22e07d3da1aa3475,,WWWWW
CM Punk,"6' 1""",170 lbs.,"73.0""",Orthodox,1978-10-26,0,1,0,1.1,23%,4.87,40%,0.87,11%,0%,0.0,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,,WWWWW
Joe Pyfer,"6' 2""",185 lbs.,"75.0""",Orthodox,1996-09-17,15,3,0,3.47,43%,3.05,53%,1.23,33%,50%,1.0,http://ufcstats.com/fighter-details/c1085e1701b13eca,,WWWWW
Mike Pyle,"6' 0""",170 lbs.,"74.0""",Orthodox,1975-09-18,27,14,1,2.74,45%,2.84,60%,1.8,35%,70%,1.5,http://ufcstats.com/fighter-details/f5990c11974d8e9c,,WWWWW
Pat Pytlik,"6' 0""",170 lbs.,"73.0""",Orthodox,1989-04-24,9,2,0,3.12,56%,4.56,22%,0.0,0%,33%,0.0,http://ufcstats.com/fighter-details/4fd140eea593526e,,WWWWW
Qiu Lun,"5' 8""",125 lbs.,"66.0""",Southpaw,1997-07-08,16,9,0,3.51,46%,1.78,67%,0.67,18%,68%,0.0,http://ufcstats.com/fighter-details/126bdc1710a8cbf4,,WWWWW
Bao Quach,"5' 3""",145 lbs.,,Orthodox,1979-09-04,19,10,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d365ee924f5cc3fc,,WWWWW
Gary Quan,"5' 8""",143 lbs.,,,1971-04-11,3,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f7b4cbe93f3bac06,,WWWWW
Billy Quarantillo,"5' 10""",145 lbs.,"70.0""",Orthodox,1988-12-08,18,7,0,7.44,54%,5.83,42%,1.47,24%,61%,1.0,http://ufcstats.com/fighter-details/aa171d55d4b5208f,,WWWWW
Nate Quarry,"6' 0""",185 lbs.,"72.0""",Open Stance,1972-03-18,12,4,0,4.96,44%,2.8,66%,0.25,33%,60%,0.0,http://ufcstats.com/fighter-details/52cae54377b433b7,,WWWWW
Vinicius Queiroz,"6' 7""",220 lbs.,,Orthodox,1983-08-29,8,4,0,3.67,51%,4.1,41%,5.07,70%,100%,0.7,http://ufcstats.com/fighter-details/2a8502954f49e682,,WWWWW
Jimmy Quinlan,"6' 0""",185 lbs.,,Orthodox,1986-05-25,3,1,1,2.08,70%,5.94,16%,4.46,25%,0%,0.0,http://ufcstats.com/fighter-details/ddbe4fa2ea573393,,WWWWW
Josh Quinlan,"6' 0""",170 lbs.,"72.0""",Orthodox,1993-02-06,6,3,0,3.57,42%,6.38,53%,0.34,11%,71%,0.0,http://ufcstats.com/fighter-details/876f478f796495f7,,WWWWW
Ryan Quinn,"5' 8""",145 lbs.,,,,13,7,1,2.31,41%,1.67,48%,0.0,0%,0%,1.9,http://ufcstats.com/fighter-details/cc23ed51619421a3,,WWWWW
Michel Quinones,"5' 10""",155 lbs.,"73.0""",Orthodox,1984-12-22,8,3,0,2.91,29%,5.98,48%,0.0,0%,36%,0.0,http://ufcstats.com/fighter-details/5e84a859c6a82288,,WWWWW
Landon Quinones,"5' 9""",155 lbs.,"70.0""",Southpaw,1995-11-21,7,3,1,6.77,40%,7.7,55%,0.5,33%,100%,0.0,http://ufcstats.com/fighter-details/267f4a6568abe245,,WWWWW
Jose Quinonez,"5' 8""",135 lbs.,"69.0""",Southpaw,1990-07-28,9,5,0,3.6,45%,3.0,64%,2.7,47%,42%,0.6,http://ufcstats.com/fighter-details/36549928f90f1d36,,WWWWW
Cristian Quinonez,"5' 8""",135 lbs.,"70.0""",Orthodox,1996-04-26,19,5,0,3.67,43%,3.71,56%,3.14,55%,85%,0.6,http://ufcstats.com/fighter-details/7debc13b36343605,,WWWWW
Benji Radach,"5' 10""",185 lbs.,,Orthodox,1979-04-05,21,7,0,2.62,49%,2.31,51%,1.06,41%,71%,0.4,http://ufcstats.com/fighter-details/01b39decaf0abf6a,,WWWWW
Jordan Radev,"5' 7""",185 lbs.,,Southpaw,1976-09-28,23,5,0,1.35,23%,2.38,66%,0.0,0%,80%,0.0,http://ufcstats.com/fighter-details/45bc8f98d62bd096,,WWWWW
Charles Radtke,"5' 9""",170 lbs.,"72.0""",Orthodox,1990-07-09,11,5,0,2.8,54%,2.63,54%,1.32,30%,100%,0.7,http://ufcstats.com/fighter-details/feedf3053472fe56,,WWWWW
Loik Radzhabov,"5' 11""",155 lbs.,"69.0""",Orthodox,1990-09-17,18,6,1,2.89,44%,3.76,46%,4.65,57%,42%,0.0,http://ufcstats.com/fighter-details/8c169fbe1ac33637,,WWWWW
Gilbert Rael,"5' 8""",155 lbs.,,,,1,3,0,0.0,0%,7.46,37%,4.86,100%,0%,0.0,http://ufcstats.com/fighter-details/6cc25d19a891f435,,WWWWW
Josh Rafferty,"6' 0""",170 lbs.,,Orthodox,1981-01-06,9,8,0,0.6,33%,3.6,50%,0.0,0%,0%,9.0,http://ufcstats.com/fighter-details/ff2c606c8bc365e3,,WWWWW
Marwan Rahiki,"5' 8""",145 lbs.,"72.0""",Orthodox,2002-05-10,7,0,0,5.96,47%,6.1,56%,0.0,0%,100%,2.1,http://ufcstats.com/fighter-details/6eedb757f13b9978,,WWWWW
Amir Rahnavardi,"6' 0""",205 lbs.,,Orthodox,1974-12-07,11,10,0,0.67,25%,0.0,100%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/bc7f7f0ba3db74d2,,WWWWW
Ricky Rainey,"6' 1""",170 lbs.,"77.0""",Switch,1983-06-29,12,6,0,2.55,48%,2.62,46%,0.95,18%,55%,0.0,http://ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7,,WWWWW
Shavkat Rakhmonov,"6' 1""",170 lbs.,"77.0""",Orthodox,1994-10-23,19,0,0,3.25,60%,2.17,51%,1.4,25%,85%,1.2,http://ufcstats.com/fighter-details/01afe0916a40c7c5,,WWWWW
